,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,days_in_waiting_list,different_room_assigned,is_canceled
7433,181,2016,33,8,0,False,True
7434,160,2016,33,9,0,False,True
7435,86,2016,33,9,0,False,True
7436,179,2016,33,9,0,False,True
7437,169,2016,33,9,0,False,True
7438,179,2016,33,9,0,False,True
7439,329,2016,33,9,0,False,True
7440,83,2016,33,9,0,False,True
7441,308,2016,33,9,0,True,False
7442,182,2016,33,9,0,False,True
7443,217,2016,33,9,0,False,True
7444,112,2016,33,9,0,False,True
7445,55,2016,33,10,0,False,True
7446,36,2016,33,10,0,False,True
7447,317,2016,33,10,0,False,True
7448,208,2016,33,10,0,False,True
7449,155,2016,33,10,0,False,True
7450,155,2016,33,10,0,False,True
7451,13,2016,33,10,0,False,True
7452,155,2016,33,10,0,False,True
7453,155,2016,33,10,0,False,True
7454,42,2016,33,10,0,False,True
7455,155,2016,33,10,0,False,True
7456,155,2016,33,10,0,False,True
7457,278,2016,33,10,0,False,False
7458,153,2016,33,10,0,False,True
7459,205,2016,33,10,0,False,True
7460,153,2016,33,10,0,False,True
7461,146,2016,33,10,0,False,True
7462,217,2016,33,10,0,False,True
7463,149,2016,33,10,0,False,True
7464,314,2016,33,10,0,False,False
7465,76,2016,33,10,0,False,True
7466,127,2016,33,11,0,False,True
7467,132,2016,33,11,0,False,True
7468,132,2016,33,11,0,False,True
7469,145,2016,33,11,0,False,True
7470,12,2016,33,11,0,False,True
7471,86,2016,33,11,0,False,True
7472,12,2016,33,11,0,False,True
7473,28,2016,33,11,0,False,True
7474,139,2016,33,11,0,False,True
7475,18,2016,33,11,0,False,True
7476,139,2016,33,11,0,False,True
7477,48,2016,33,11,0,False,True
7478,55,2016,33,11,0,False,True
7479,69,2016,33,11,0,False,True
7480,332,2016,33,11,0,False,True
7481,338,2016,33,11,0,False,True
7482,197,2016,33,11,0,False,True
7483,199,2016,33,11,0,False,True
7484,239,2016,33,11,0,False,True
7485,13,2016,33,12,0,False,True
7486,51,2016,33,12,0,False,True
7487,304,2016,33,12,0,False,False
7488,152,2016,33,12,0,False,True
7489,13,2016,33,12,0,False,True
7490,68,2016,33,12,0,False,True
7491,121,2016,33,12,0,False,True
7492,87,2016,33,12,0,False,True
7493,118,2016,33,12,0,False,True
7494,129,2016,33,12,0,False,True
7495,138,2016,33,12,0,False,True
7496,23,2016,33,12,0,False,True
7497,21,2016,33,12,0,False,True
7498,57,2016,33,12,0,False,True
7499,23,2016,33,12,0,False,True
7500,19,2016,33,12,0,False,True
7501,138,2016,33,12,0,False,True
7502,92,2016,33,12,0,False,True
7503,41,2016,33,12,0,False,True
7504,51,2016,33,12,0,False,True
7505,116,2016,33,12,0,False,True
7506,343,2016,33,12,0,False,True
7507,291,2016,33,12,0,False,True
7508,10,2016,33,13,0,True,True
7509,114,2016,33,13,0,False,True
7510,69,2016,33,13,0,False,True
7512,69,2016,33,13,0,False,True
7513,113,2016,33,13,0,False,True
7514,140,2016,33,13,0,False,True
7515,91,2016,33,13,0,False,True
7516,113,2016,33,13,0,False,True
7517,8,2016,33,13,0,False,True
7518,140,2016,33,13,0,False,True
7519,99,2016,33,13,0,False,True
7520,24,2016,33,13,0,False,True
7521,121,2016,33,13,0,False,True
7522,131,2016,33,13,0,False,True
7523,345,2016,33,13,0,False,True
7524,107,2016,33,13,0,False,True
7525,360,2016,33,13,0,False,True
7526,348,2016,33,13,0,False,True
7527,166,2016,33,13,0,False,True
7528,19,2016,33,13,0,False,True
7529,61,2016,33,13,0,False,True
7530,61,2016,33,13,0,False,True
7531,166,2016,33,13,0,False,True
7532,10,2016,33,13,0,False,True
7533,57,2016,33,13,0,False,True
7534,85,2016,33,13,0,False,True
7535,162,2016,33,13,0,False,True
7536,110,2016,33,13,0,False,True
7537,82,2016,33,13,0,False,True
7538,162,2016,33,13,0,False,True
7539,82,2016,33,13,0,False,True
7540,169,2016,33,13,0,False,True
7541,141,2016,33,13,0,False,True
7542,169,2016,33,13,0,False,True
7543,105,2016,33,13,0,False,True
7544,133,2016,33,13,0,False,True
7546,60,2016,34,14,0,False,True
7547,3,2016,34,14,0,False,True
7548,49,2016,34,14,0,False,True
7549,123,2016,34,14,0,False,True
7550,63,2016,34,14,0,False,True
7551,87,2016,34,14,0,False,True
7552,54,2016,34,14,0,False,True
7553,95,2016,34,14,0,False,True
7554,95,2016,34,14,0,False,True
7555,212,2016,34,14,0,False,True
7556,85,2016,34,14,0,False,True
7557,212,2016,34,14,0,False,True
7558,212,2016,34,14,0,False,True
7559,212,2016,34,14,0,False,True
7560,212,2016,34,14,0,False,True
7561,291,2016,34,15,0,False,False
7562,291,2016,34,15,0,False,False
7563,291,2016,34,15,0,False,False
7564,291,2016,34,15,0,False,False
7565,291,2016,34,15,0,False,False
7566,135,2016,34,15,0,False,True
7567,154,2016,34,15,0,False,True
7568,348,2016,34,15,0,False,False
7569,83,2016,34,15,0,False,True
7570,175,2016,34,15,0,False,True
7571,78,2016,34,15,0,False,True
7572,175,2016,34,15,0,False,True
7573,78,2016,34,15,0,False,True
7574,20,2016,34,15,0,False,True
7575,205,2016,34,15,0,False,True
7576,78,2016,34,15,0,False,True
7577,135,2016,34,15,0,False,True
7578,222,2016,34,15,0,False,True
7579,90,2016,34,15,0,False,True
7580,54,2016,34,15,0,False,True
7581,222,2016,34,15,0,False,True
7582,200,2016,34,15,0,False,True
7583,240,2016,34,15,0,False,True
7584,96,2016,34,15,0,False,True
7585,149,2016,34,15,0,False,True
7586,240,2016,34,15,0,False,True
7587,166,2016,34,15,0,False,True
7588,201,2016,34,15,0,False,True
7590,146,2016,34,15,0,False,True
7591,158,2016,34,15,0,False,True
7592,200,2016,34,15,0,False,True
7593,119,2016,34,15,0,False,True
7594,119,2016,34,15,0,False,True
7596,12,2016,34,16,0,False,True
7597,100,2016,34,16,0,False,True
7598,10,2016,34,16,0,False,True
7599,142,2016,34,16,0,False,True
7600,28,2016,34,16,0,False,True
7601,75,2016,34,16,0,False,True
7602,292,2016,34,16,0,False,True
7603,293,2016,34,16,0,False,True
7604,79,2016,34,16,0,False,True
7605,28,2016,34,16,0,False,True
7606,75,2016,34,16,0,False,True
7607,75,2016,34,16,0,False,True
7608,61,2016,34,16,0,False,True
7609,155,2016,34,16,0,False,True
7610,183,2016,34,16,0,False,True
7611,167,2016,34,16,0,False,True
7612,168,2016,34,16,0,False,True
7613,55,2016,34,16,0,False,True
7614,127,2016,34,16,0,False,True
7615,245,2016,34,16,0,False,True
7616,195,2016,34,16,0,False,True
7617,143,2016,34,16,0,False,True
7618,143,2016,34,16,0,False,True
7619,143,2016,34,16,0,False,True
7620,106,2016,34,17,0,False,True
7621,23,2016,34,17,0,False,True
7622,137,2016,34,17,0,False,True
7623,22,2016,34,17,0,False,True
7624,23,2016,34,17,0,False,True
7625,16,2016,34,17,0,False,True
7626,56,2016,34,17,0,False,True
7627,78,2016,34,17,0,False,True
7628,79,2016,34,17,0,False,True
7629,24,2016,34,17,0,False,True
7630,187,2016,34,17,0,False,True
7631,144,2016,34,17,0,False,True
7632,112,2016,34,17,0,False,True
7633,134,2016,34,17,0,False,True
7634,26,2016,34,17,0,False,True
7635,173,2016,34,17,0,False,True
7636,180,2016,34,17,0,False,True
7637,73,2016,34,17,0,False,True
7638,3,2016,34,18,0,False,True
7639,77,2016,34,18,0,False,True
7640,51,2016,34,18,0,False,True
7641,81,2016,34,18,0,False,True
7642,27,2016,34,18,0,False,True
7643,165,2016,34,18,0,False,True
7644,165,2016,34,18,0,False,True
7645,165,2016,34,18,0,False,True
7646,165,2016,34,18,0,False,True
7647,165,2016,34,18,0,False,True
7648,16,2016,34,18,0,False,True
7649,165,2016,34,18,0,False,True
7650,149,2016,34,18,0,False,True
7651,165,2016,34,18,0,False,True
7652,165,2016,34,18,0,False,True
7653,165,2016,34,18,0,False,True
7654,29,2016,34,18,0,False,True
7655,116,2016,34,18,0,False,True
7656,14,2016,34,18,0,False,True
7657,54,2016,34,18,0,False,True
7658,86,2016,34,18,0,False,True
7659,80,2016,34,18,0,False,True
7660,360,2016,34,18,0,False,False
7661,48,2016,34,19,0,False,True
7662,159,2016,34,19,0,False,True
7663,12,2016,34,19,0,False,True
7664,59,2016,34,19,0,False,True
7665,328,2016,34,19,0,False,False
7667,13,2016,34,19,0,False,True
7668,174,2016,34,19,0,False,True
7669,104,2016,34,19,0,False,True
7670,166,2016,34,19,0,False,True
7671,288,2016,34,19,0,False,False
7672,0,2016,34,20,0,False,True
7673,26,2016,34,20,0,False,True
7674,26,2016,34,20,0,False,True
7675,151,2016,34,20,0,False,True
7676,140,2016,34,20,0,False,True
7677,86,2016,34,20,0,False,True
7678,86,2016,34,20,0,False,True
7679,86,2016,34,20,0,False,True
7680,190,2016,34,20,0,False,True
7682,32,2016,34,20,0,False,True
7683,116,2016,34,20,0,False,True
7684,100,2016,34,20,0,False,True
7685,107,2016,34,20,0,False,True
7686,227,2016,34,20,0,False,True
7687,137,2016,34,20,0,False,True
7688,185,2016,34,20,0,False,True
7689,173,2016,34,20,0,False,True
7690,131,2016,34,20,0,False,True
7691,249,2016,34,20,0,False,True
7692,193,2016,34,20,0,False,True
7693,100,2016,34,20,0,False,True
7694,100,2016,34,20,0,False,True
7695,218,2016,34,20,0,False,True
7696,165,2016,35,21,0,False,True
7697,55,2016,35,21,0,False,True
7698,17,2016,35,21,0,False,True
7699,73,2016,35,21,0,False,True
7700,200,2016,35,21,0,False,True
7701,115,2016,35,21,0,False,True
7702,115,2016,35,21,0,False,True
7703,167,2016,35,21,0,False,True
7704,305,2016,35,21,0,False,True
7705,67,2016,35,21,0,False,True
7706,367,2016,35,21,0,False,False
7707,367,2016,35,21,0,False,False
7708,6,2016,35,22,0,False,True
7710,45,2016,35,22,0,False,True
7711,45,2016,35,22,0,False,True
7712,42,2016,35,22,0,False,True
7713,12,2016,35,22,0,False,True
7714,259,2016,35,22,0,False,True
7715,18,2016,35,22,0,False,True
7716,77,2016,35,22,0,False,True
7718,54,2016,35,22,0,False,True
7719,223,2016,35,22,0,False,True
7720,306,2016,35,22,0,False,True
7721,77,2016,35,22,0,False,True
7722,60,2016,35,22,0,False,True
7723,50,2016,35,22,0,False,True
7724,50,2016,35,22,0,False,True
7725,80,2016,35,22,0,True,True
7726,192,2016,35,22,0,False,True
7727,353,2016,35,22,0,False,True
7728,144,2016,35,22,0,False,True
7729,210,2016,35,22,0,False,True
7730,210,2016,35,22,0,False,True
7731,67,2016,35,23,0,False,True
7732,80,2016,35,23,0,False,True
7733,199,2016,35,23,0,False,True
7734,59,2016,35,23,0,False,True
7735,292,2016,35,23,0,False,True
7736,299,2016,35,23,0,False,True
7737,292,2016,35,23,0,False,False
7738,41,2016,35,23,0,False,True
7739,174,2016,35,23,0,False,True
7740,92,2016,35,23,0,False,True
7741,129,2016,35,23,0,False,True
7742,14,2016,35,24,0,False,True
7743,43,2016,35,24,0,True,False
7744,47,2016,35,24,0,False,True
7745,225,2016,35,24,0,False,True
7746,54,2016,35,24,0,False,True
7747,35,2016,35,24,0,False,True
7748,62,2016,35,24,0,False,True
7749,44,2016,35,24,0,False,True
7750,137,2016,35,24,0,False,True
7751,84,2016,35,24,0,False,True
7752,15,2016,35,24,0,False,True
7753,74,2016,35,24,0,False,True
7754,90,2016,35,24,0,False,True
7755,0,2016,35,25,0,False,True
7758,12,2016,35,25,0,False,True
7759,31,2016,35,25,0,False,True
7760,0,2016,35,25,0,False,True
7761,29,2016,35,25,0,False,True
7762,31,2016,35,25,0,False,True
7763,52,2016,35,25,0,False,True
7764,92,2016,35,25,0,False,True
7765,28,2016,35,25,0,False,True
7766,44,2016,35,25,0,False,True
7767,44,2016,35,25,0,False,True
7768,80,2016,35,26,0,False,True
7770,234,2016,35,26,0,False,True
7771,234,2016,35,26,0,False,True
7772,57,2016,35,26,0,False,True
7773,27,2016,35,26,0,False,True
7775,51,2016,35,26,0,False,True
7776,77,2016,35,26,0,False,True
7777,161,2016,35,26,0,False,True
7778,121,2016,35,26,0,False,True
7779,140,2016,35,26,0,False,True
7780,73,2016,35,26,0,False,True
7781,228,2016,35,26,0,False,True
7782,145,2016,35,26,0,False,True
7783,74,2016,35,26,0,False,True
7784,95,2016,35,26,0,False,True
7785,76,2016,35,26,0,False,True
7786,81,2016,35,26,0,False,True
7787,14,2016,35,26,0,False,True
7788,102,2016,35,26,0,False,True
7789,164,2016,35,26,0,False,True
7790,373,2016,35,26,0,False,False
7791,81,2016,35,26,0,False,True
7792,185,2016,35,26,0,False,True
7793,41,2016,35,27,0,False,True
7794,73,2016,35,27,0,False,True
7795,41,2016,35,27,0,False,True
7796,42,2016,35,27,0,False,True
7797,32,2016,35,27,0,False,True
7798,178,2016,35,27,0,False,True
7799,219,2016,35,27,0,False,True
7800,225,2016,35,27,0,False,True
7801,90,2016,35,27,0,False,True
7802,225,2016,35,27,0,False,True
7803,219,2016,35,27,0,False,True
7804,213,2016,35,27,0,False,True
7805,94,2016,35,27,0,False,True
7806,206,2016,35,27,0,False,True
7807,172,2016,35,27,0,False,True
7808,206,2016,35,27,0,False,True
7809,40,2016,35,27,0,False,True
7810,219,2016,35,27,0,False,True
7811,374,2016,35,27,0,False,False
7812,226,2016,36,28,0,False,True
7813,26,2016,36,28,0,False,True
7814,8,2016,36,28,0,False,True
7815,115,2016,36,28,0,False,True
7816,139,2016,36,28,0,False,True
7817,128,2016,36,28,0,False,True
7818,115,2016,36,28,0,False,True
7819,21,2016,36,28,0,False,True
7820,23,2016,36,28,0,False,True
7821,48,2016,36,28,0,False,True
7822,123,2016,36,28,0,False,True
7823,208,2016,36,28,0,True,True
7824,333,2016,36,28,0,False,True
7825,328,2016,36,28,0,False,True
7826,333,2016,36,28,0,False,True
7827,333,2016,36,28,0,False,True
7829,116,2016,36,29,0,False,True
7830,168,2016,36,29,0,False,True
7831,124,2016,36,29,0,False,True
7832,84,2016,36,29,0,False,True
7833,95,2016,36,29,0,False,True
7834,246,2016,36,29,0,False,True
7835,145,2016,36,29,0,False,True
7836,25,2016,36,29,0,False,True
7837,236,2016,36,29,0,False,True
7838,45,2016,36,29,0,False,True
7839,222,2016,36,29,0,False,False
7840,109,2016,36,29,0,False,True
7841,160,2016,36,29,0,False,True
7842,52,2016,36,29,0,False,True
7843,196,2016,36,29,0,False,True
7844,294,2016,36,29,0,False,True
7845,314,2016,36,29,0,False,False
7846,406,2016,36,29,0,False,False
7847,406,2016,36,29,0,False,False
7848,406,2016,36,29,0,False,False
7849,406,2016,36,29,0,False,True
7850,406,2016,36,29,0,False,True
7851,23,2016,36,29,0,False,True
7852,0,2016,36,30,0,False,True
7853,14,2016,36,30,0,False,True
7854,117,2016,36,30,0,False,True
7855,112,2016,36,30,0,False,True
7856,127,2016,36,30,0,False,True
7857,38,2016,36,30,0,False,True
7858,76,2016,36,30,0,False,True
7859,38,2016,36,30,0,False,True
7861,269,2016,36,30,0,False,True
7862,187,2016,36,30,0,False,True
7863,88,2016,36,30,0,False,True
7864,230,2016,36,30,0,False,True
7865,223,2016,36,30,0,True,False
7866,400,2016,36,30,0,False,False
7867,326,2016,36,30,0,False,False
7868,340,2016,36,30,0,False,False
7869,315,2016,36,30,0,False,False
7870,1,2016,36,31,0,False,True
7871,83,2016,36,31,0,False,True
7872,127,2016,36,31,0,True,True
7873,239,2016,36,31,0,False,True
7875,232,2016,36,31,0,False,True
7876,162,2016,36,31,0,False,True
7877,194,2016,36,31,0,False,False
7879,346,2016,36,1,0,False,True
7880,43,2016,36,1,0,False,True
7881,346,2016,36,1,0,False,True
7882,346,2016,36,1,0,False,True
7883,22,2016,36,1,0,False,True
7884,41,2016,36,1,0,False,True
7885,239,2016,36,1,0,False,True
7886,223,2016,36,1,0,True,False
7887,144,2016,36,1,0,False,True
7888,249,2016,36,1,0,False,True
7889,226,2016,36,1,0,False,True
7890,218,2016,36,1,0,False,True
7891,169,2016,36,1,0,False,True
7892,148,2016,36,1,0,False,True
7893,226,2016,36,1,0,False,True
7894,143,2016,36,1,0,False,True
7895,158,2016,36,1,0,False,True
7896,345,2016,36,1,0,False,True
7897,303,2016,36,1,0,False,True
7898,379,2016,36,1,0,False,False
7899,282,2016,36,1,0,False,True
7900,303,2016,36,1,0,False,False
7901,223,2016,36,1,0,False,True
7902,223,2016,36,1,0,False,True
7903,223,2016,36,1,0,False,True
7904,399,2016,36,1,0,False,False
7905,282,2016,36,1,0,False,True
7906,332,2016,36,1,0,False,False
7907,52,2016,36,2,0,False,True
7908,138,2016,36,2,0,False,True
7909,19,2016,36,2,0,False,True
7910,73,2016,36,2,0,False,True
7911,103,2016,36,2,0,False,True
7912,65,2016,36,2,0,False,True
7913,138,2016,36,2,0,False,True
7914,30,2016,36,2,0,False,True
7915,121,2016,36,2,0,False,True
7916,121,2016,36,2,0,False,True
7917,36,2016,36,2,0,False,True
7918,121,2016,36,2,0,False,True
7919,241,2016,36,2,0,False,True
7920,205,2016,36,2,0,False,True
7921,156,2016,36,2,0,False,True
7922,316,2016,36,2,0,False,False
7923,265,2016,36,2,0,True,False
7924,315,2016,36,2,0,False,False
7925,315,2016,36,2,0,False,True
7926,346,2016,36,2,0,False,False
7927,315,2016,36,2,0,False,False
7928,322,2016,36,2,0,False,False
7929,265,2016,36,2,0,False,False
7930,156,2016,36,2,0,False,True
7931,241,2016,36,2,0,False,True
7932,265,2016,36,2,0,True,False
7933,241,2016,36,2,0,False,True
7934,315,2016,36,2,0,False,True
7935,361,2016,36,2,0,False,False
7936,60,2016,36,3,0,False,True
7937,20,2016,36,3,0,False,True
7938,262,2016,36,3,0,False,True
7939,262,2016,36,3,0,False,True
7940,309,2016,36,3,0,True,True
7941,233,2016,36,3,0,True,True
7942,60,2016,36,3,0,False,True
7943,341,2016,36,3,0,True,False
7944,235,2016,36,3,0,False,True
7945,304,2016,36,3,0,False,False
7946,83,2016,37,4,0,False,True
7947,60,2016,37,4,0,False,True
7948,170,2016,37,4,0,False,True
7949,170,2016,37,4,0,False,True
7950,237,2016,37,4,0,False,True
7951,19,2016,37,4,0,False,True
7952,330,2016,37,4,0,False,False
7953,226,2016,37,4,0,False,True
7954,164,2016,37,4,0,False,True
7955,230,2016,37,4,0,False,True
7956,171,2016,37,4,0,False,True
7957,283,2016,37,4,0,False,True
7958,78,2016,37,4,0,False,True
7959,347,2016,37,4,0,False,False
7961,361,2016,37,4,0,False,True
7962,347,2016,37,4,0,False,True
7963,46,2016,37,5,0,False,True
7964,116,2016,37,5,0,False,True
7965,10,2016,37,5,0,False,True
7966,320,2016,37,5,0,False,False
7967,77,2016,37,5,0,False,True
7968,223,2016,37,5,0,False,True
7969,183,2016,37,5,0,False,True
7970,188,2016,37,5,0,False,True
7971,183,2016,37,5,0,False,True
7972,183,2016,37,5,0,False,True
7973,304,2016,37,5,0,False,False
7974,364,2016,37,5,0,True,True
7975,203,2016,37,5,0,False,True
7976,338,2016,37,5,0,False,False
7977,235,2016,37,5,0,False,True
7978,301,2016,37,5,0,False,False
7979,301,2016,37,5,0,False,False
7980,168,2016,37,6,0,False,True
7981,217,2016,37,6,0,False,True
7982,144,2016,37,6,0,False,True
7983,242,2016,37,6,0,False,True
7985,305,2016,37,6,0,False,False
7986,235,2016,37,6,0,False,True
7987,12,2016,37,7,0,False,True
7988,211,2016,37,7,0,False,True
7989,211,2016,37,7,0,False,True
7990,211,2016,37,7,0,False,True
7991,211,2016,37,7,0,False,True
7992,238,2016,37,7,0,False,True
7993,238,2016,37,7,0,False,True
7994,238,2016,37,7,0,False,True
7995,238,2016,37,7,0,False,True
7996,1,2016,37,7,0,False,True
7997,211,2016,37,7,0,False,True
7998,211,2016,37,7,0,False,True
7999,238,2016,37,7,0,False,True
8000,238,2016,37,7,0,False,True
8001,238,2016,37,7,0,False,True
8002,211,2016,37,7,0,False,True
8003,211,2016,37,7,0,False,True
8004,238,2016,37,7,0,False,True
8005,238,2016,37,7,0,False,True
8006,211,2016,37,7,0,False,True
8007,211,2016,37,7,0,False,True
8008,238,2016,37,7,0,False,True
8009,238,2016,37,7,0,False,True
8010,238,2016,37,7,0,False,True
8011,211,2016,37,7,0,False,True
8012,211,2016,37,7,0,False,True
8013,211,2016,37,7,0,False,True
8014,211,2016,37,7,0,False,True
8015,211,2016,37,7,0,False,True
8016,1,2016,37,7,0,False,True
8017,238,2016,37,7,0,False,True
8018,238,2016,37,7,0,False,True
8019,238,2016,37,7,0,False,True
8020,238,2016,37,7,0,False,True
8021,238,2016,37,7,0,False,True
8022,238,2016,37,7,0,False,True
8023,238,2016,37,7,0,False,True
8024,211,2016,37,7,0,False,True
8025,211,2016,37,7,0,False,True
8026,211,2016,37,7,0,False,True
8027,238,2016,37,7,0,False,True
8028,238,2016,37,7,0,False,True
8029,238,2016,37,7,0,False,True
8030,238,2016,37,7,0,False,True
8031,211,2016,37,7,0,False,True
8032,211,2016,37,7,0,False,True
8033,211,2016,37,7,0,False,True
8034,211,2016,37,7,0,False,True
8035,211,2016,37,7,0,False,True
8036,211,2016,37,7,0,False,True
8037,211,2016,37,7,0,False,True
8038,238,2016,37,7,0,False,True
8039,238,2016,37,7,0,False,True
8040,130,2016,37,7,0,False,True
8041,348,2016,37,7,0,False,False
8043,314,2016,37,7,0,False,True
8044,208,2016,37,7,0,False,True
8045,385,2016,37,7,0,False,False
8046,355,2016,37,7,0,False,False
8047,27,2016,37,8,0,False,True
8048,13,2016,37,8,0,False,True
8049,145,2016,37,8,0,False,True
8050,116,2016,37,8,0,False,True
8051,50,2016,37,8,0,False,True
8052,50,2016,37,8,0,False,True
8053,218,2016,37,8,0,False,True
8054,293,2016,37,8,0,False,True
8055,244,2016,37,8,0,False,True
8056,363,2016,37,8,0,False,False
8057,360,2016,37,8,0,False,True
8058,241,2016,37,8,0,False,True
8059,358,2016,37,8,0,False,False
8060,311,2016,37,8,0,False,True
8062,10,2016,37,9,0,False,True
8063,43,2016,37,9,0,False,True
8064,233,2016,37,9,0,True,False
8066,43,2016,37,9,0,False,True
8067,234,2016,37,9,0,False,True
8068,80,2016,37,9,0,False,True
8069,18,2016,37,9,0,False,True
8070,38,2016,37,9,0,False,True
8071,333,2016,37,9,0,False,False
8072,163,2016,37,9,0,False,True
8073,219,2016,37,10,0,False,True
8074,219,2016,37,10,0,False,True
8075,219,2016,37,10,0,False,True
8076,219,2016,37,10,0,False,True
8077,129,2016,37,10,0,False,True
8078,228,2016,37,10,0,False,True
8079,57,2016,37,10,0,False,True
8080,57,2016,37,10,0,False,True
8081,311,2016,37,10,0,False,False
8082,338,2016,37,10,0,False,False
8083,214,2016,37,10,0,False,True
8084,118,2016,37,10,0,False,True
8085,305,2016,37,10,0,False,False
8086,247,2016,37,10,0,False,True
8087,33,2016,38,11,0,False,True
8088,311,2016,38,11,0,False,False
8089,125,2016,38,11,0,False,True
8090,88,2016,38,11,0,False,True
8091,75,2016,38,11,0,False,True
8092,75,2016,38,11,0,False,True
8093,17,2016,38,11,0,False,True
8094,47,2016,38,11,0,False,True
8095,75,2016,38,11,0,False,True
8096,53,2016,38,11,0,False,True
8097,60,2016,38,11,0,False,True
8098,34,2016,38,11,0,True,True
8099,195,2016,38,11,0,False,True
8100,111,2016,38,11,0,False,True
8101,91,2016,38,11,0,False,True
8102,19,2016,38,11,0,False,True
8103,69,2016,38,11,0,False,True
8105,26,2016,38,11,0,False,True
8106,47,2016,38,11,0,False,True
8107,69,2016,38,11,0,False,True
8108,65,2016,38,11,0,False,True
8109,83,2016,38,11,0,False,True
8110,247,2016,38,11,0,False,True
8111,118,2016,38,11,0,False,True
8112,244,2016,38,11,0,False,True
8113,19,2016,38,12,0,False,True
8114,333,2016,38,12,0,False,True
8115,332,2016,38,12,0,False,True
8116,24,2016,38,12,0,False,True
8117,69,2016,38,12,0,False,True
8118,174,2016,38,12,0,False,True
8119,296,2016,38,12,0,False,True
8120,175,2016,38,12,0,False,True
8121,271,2016,38,12,0,False,True
8122,422,2016,38,12,0,False,False
8123,272,2016,38,12,0,False,True
8124,390,2016,38,12,0,False,False
8125,257,2016,38,12,0,False,True
8126,236,2016,38,12,0,False,False
8127,390,2016,38,12,0,False,False
8128,245,2016,38,12,0,False,True
8129,236,2016,38,12,0,False,True
8130,15,2016,38,13,0,False,True
8131,15,2016,38,13,0,False,True
8132,193,2016,38,13,0,False,True
8133,251,2016,38,13,0,False,True
8135,239,2016,38,13,0,False,True
8136,356,2016,38,13,0,False,False
8139,0,2016,38,14,0,False,True
8140,36,2016,38,14,0,False,True
8141,327,2016,38,14,0,True,False
8142,327,2016,38,14,0,True,False
8143,327,2016,38,14,0,False,False
8144,327,2016,38,14,0,True,False
8145,327,2016,38,14,0,True,False
8146,327,2016,38,14,0,True,False
8147,193,2016,38,14,0,False,True
8148,229,2016,38,14,0,True,False
8155,327,2016,38,14,0,True,False
8159,130,2016,38,15,0,False,True
8173,130,2016,38,15,0,False,True
8179,51,2016,38,15,0,False,True
8191,370,2016,38,15,0,False,False
8192,261,2016,38,16,0,False,True
8193,246,2016,38,16,0,False,True
8194,261,2016,38,16,0,False,True
8195,261,2016,38,16,0,False,True
8196,363,2016,38,16,0,False,False
8197,170,2016,38,16,0,False,True
8198,350,2016,38,16,0,False,False
8199,338,2016,38,16,0,True,False
8200,394,2016,38,16,0,False,False
8201,242,2016,38,16,0,False,True
8202,170,2016,38,16,0,False,True
8203,255,2016,38,16,0,False,True
8204,347,2016,38,16,0,False,True
8205,7,2016,38,17,0,False,True
8206,245,2016,38,17,0,False,True
8207,245,2016,38,17,0,False,True
8208,167,2016,38,17,0,False,True
8209,33,2016,39,18,0,False,True
8210,49,2016,39,18,0,False,True
8211,51,2016,39,18,0,False,True
8212,29,2016,39,18,0,False,True
8213,55,2016,39,18,0,True,True
8214,244,2016,39,18,0,False,True
8215,55,2016,39,18,0,False,True
8216,206,2016,39,18,0,False,True
8217,53,2016,39,18,0,False,True
8218,248,2016,39,18,0,False,True
8219,128,2016,39,18,0,False,True
8220,376,2016,39,18,0,False,False
8221,376,2016,39,18,0,False,False
8222,342,2016,39,18,0,False,False
8223,376,2016,39,18,0,False,False
8224,375,2016,39,18,0,False,False
8226,38,2016,39,19,0,False,True
8227,33,2016,39,19,0,False,True
8228,60,2016,39,19,0,False,True
8229,144,2016,39,19,0,False,True
8230,215,2016,39,19,0,False,True
8231,60,2016,39,19,0,False,True
8232,61,2016,39,19,0,False,True
8233,196,2016,39,19,0,False,True
8234,189,2016,39,19,0,False,True
8235,152,2016,39,19,0,False,True
8236,76,2016,39,19,0,False,True
8237,171,2016,39,19,0,False,True
8238,252,2016,39,19,0,False,True
8239,200,2016,39,19,0,False,True
8240,199,2016,39,19,0,False,True
8241,206,2016,39,19,0,False,True
8242,243,2016,39,19,0,True,False
8243,243,2016,39,19,0,True,True
8244,215,2016,39,19,0,False,True
8245,243,2016,39,19,0,True,False
8246,243,2016,39,19,0,False,False
8247,297,2016,39,19,0,False,True
8248,243,2016,39,19,0,True,True
8249,46,2016,39,19,0,False,True
8250,42,2016,39,19,0,False,True
8251,139,2016,39,20,0,False,True
8252,244,2016,39,20,0,False,True
8253,328,2016,39,20,0,False,False
8254,244,2016,39,20,0,False,True
8255,244,2016,39,20,0,False,True
8256,244,2016,39,20,0,False,True
8257,244,2016,39,20,0,False,True
8258,244,2016,39,20,0,False,True
8259,244,2016,39,20,0,False,True
8260,223,2016,39,20,0,False,False
8261,244,2016,39,20,0,False,True
8262,244,2016,39,20,0,False,True
8263,328,2016,39,20,0,False,False
8264,244,2016,39,20,0,False,True
8265,244,2016,39,20,0,False,True
8266,244,2016,39,20,0,False,True
8267,244,2016,39,20,0,False,True
8268,328,2016,39,20,0,False,False
8269,343,2016,39,21,0,False,False
8270,343,2016,39,21,0,False,False
